lgu_id,lgus_no,lgu_code,lgu_name_ar,city_status,candidate_directorate,evidence_source,evidence_type,confidence,authority_verified,decision
45acc0e2-6ad5-4f51-ab9d-f61785cc38ee,36,H282-36,خربه ام برج,مزاله,,,,NONE,false,EXCLUDED_NON_CURRENT_CITY_STATUS
19bf5c13-34a0-4fd1-8fe9-ae4e5fce1b0c,332,H015-332,الشيوخ,موجوده,North Hebron,SRC_NH_SERVICE_COUNCIL_2010,REGIONAL_INSTITUTIONAL_SUPPORT,MEDIUM,false,SUPPORTING_EVIDENCE_ONLY
1220a8e5-be94-4122-870a-d037fae7bfc1,347,H025-347,خرسا,موجوده,,,,NONE,false,UNRESOLVED_FAIL_CLOSED
31ff955b-ea6e-47ea-8269-78373a4e6c8a,370,H194-370,خشم الدرج-الهذالين,موجوده,,,,NONE,false,UNRESOLVED_FAIL_CLOSED
92b2a984-e053-420e-910a-f9a1802fff3f,371,H245-371,مسافر يطا,موجوده,Yatta,SRC_YATTA_PLAN_2023_2026,GEOGRAPHIC_SUPPORT_ONLY,LOW,false,SUPPORTING_EVIDENCE_ONLY
9c1c111b-072d-474d-a144-1562e8fa350f,372,H066-372,بيت الروش التحتا,موجوده,,,,NONE,false,UNRESOLVED_FAIL_CLOSED
4bdc4d9e-7062-4de4-8c09-ea0f24ecb527,373,H045-373,بيت الروش الفوقا,موجوده,,,,NONE,false,UNRESOLVED_FAIL_CLOSED
c0879916-23cd-4141-a799-81adf7d9d047,374,H251-374,سكه -سكا,موجوده,,,,NONE,false,UNRESOLVED_FAIL_CLOSED
3107d1b1-bb8b-4b8d-bf28-29736c67fd54,375,H160-375,الصره,موجوده,,,,NONE,false,UNRESOLVED_FAIL_CLOSED
596f174d-7ff7-4d25-a8f8-f83430c57a89,376,H032-376,المجد,موجوده,,,,NONE,false,UNRESOLVED_FAIL_CLOSED
c81b05c9-35b4-4eb3-9f1d-cda066be2cdb,377,H029-377,رابود,موجوده,South Hebron,SRC_SH_LOCAL_COUNCILS_EVENT_2017,LOCAL_OPERATIONAL_SUPPORT,MEDIUM,false,SUPPORTING_EVIDENCE_ONLY
009a8624-da1d-46e9-883b-4a7f1e5cfad3,378,H040-378,كرمه,موجوده,,,,NONE,false,UNRESOLVED_FAIL_CLOSED
8c4ef11e-08ef-4dca-a6af-21e98dbf9b8f,379,H034-379,حدب الفوار - الحدب,موجوده,,,,NONE,false,UNRESOLVED_FAIL_CLOSED
16949afa-4657-44d5-b080-450ba77bbf7e,380,H027-380,البرج والبيره,موجوده,,,,NONE,false,UNRESOLVED_FAIL_CLOSED
d771fcc5-d01a-4b83-962c-d15df752fc6d,381,H036-381,امريش,موجوده,,,,NONE,false,UNRESOLVED_FAIL_CLOSED
171e1c29-6528-4297-8354-db2dc39aeb4b,382,H021-382,دير سامت,موجوده,,,,NONE,false,UNRESOLVED_FAIL_CLOSED
b8bc08d2-244d-4182-b2be-ae58c415fb5a,383,H074-383,دير رازح,موجوده,,,,NONE,false,UNRESOLVED_FAIL_CLOSED
7e6ecd7d-8f8c-4b67-a511-068dcf574b9e,384,H037-384,دير العسل الفوقا,موجوده,,,,NONE,false,UNRESOLVED_FAIL_CLOSED
470b83c5-e293-4d85-9f38-262fb537b0f5,385,H031-385,بيت عمره,موجوده,,,,NONE,false,UNRESOLVED_FAIL_CLOSED
5bc25305-cbaa-48ea-ac5b-030e3dca91b9,386,H024-386,الكرمل,موجوده,,,,NONE,false,UNRESOLVED_FAIL_CLOSED
63aa1105-ae7d-4920-a292-018482196075,387,H039-387,خله الميه,موجوده,,,,NONE,false,UNRESOLVED_FAIL_CLOSED
9d241fab-6d52-4769-a596-9558bc77daac,388,H069-388,التواني - الطواني,موجوده,,,,NONE,false,UNRESOLVED_FAIL_CLOSED
eb022a20-7a51-41f6-ae61-f57bb70c301e,389,H051-389,ام الخير,موجوده,,,,NONE,false,UNRESOLVED_FAIL_CLOSED
6792abd0-563b-4232-b7a2-26890c6da552,390,H064-390,امنيزل,موجوده,,,,NONE,false,UNRESOLVED_FAIL_CLOSED
ed2b73c7-a5ee-4f62-98bd-c8baf157a802,391,H060-391,دير العسل التحتا,موجوده,,,,NONE,false,UNRESOLVED_FAIL_CLOSED
ef0946ea-996f-4819-8ea6-dc992e89bb77,392,H063-392,النجاده,موجوده,,,,NONE,false,UNRESOLVED_FAIL_CLOSED
f43f2385-7ed0-4022-babe-488448c18c92,393,H016-393,بيت عوا,موجوده,,,,NONE,false,UNRESOLVED_FAIL_CLOSED
94c545e7-17c3-42bf-a971-f7692f10e8aa,394,H148-394,	الكوم,موجوده,,,,NONE,false,UNRESOLVED_FAIL_CLOSED
9a2ae358-d145-4a40-a7c6-96372b8d02e2,395,H038-395,	شيوخ العروب,موجوده,North Hebron,SRC_NH_SERVICE_COUNCIL_2010,REGIONAL_INSTITUTIONAL_SUPPORT,MEDIUM,false,SUPPORTING_EVIDENCE_ONLY
00918438-a42c-4312-8a67-6274292f619a,396,H185-396,سوسيا,موجوده,,,,NONE,false,UNRESOLVED_FAIL_CLOSED
b0177f86-1ebf-45ad-b374-9b1ccece0c5a,397,H095-397,مسافر بني نعيم,موجوده,,,,NONE,false,UNRESOLVED_FAIL_CLOSED
7aafe41b-0340-4922-abae-256417026bb8,398,H023-398,الريحيه,موجوده,,,,NONE,false,UNRESOLVED_FAIL_CLOSED
4306f0fc-7691-4248-9d89-5282c1e6bf84,399,H047-399,حتا,مزاله,,,,NONE,false,EXCLUDED_NON_CURRENT_CITY_STATUS
d67cf6ad-25a1-4105-b735-9f97f188f8be,400,H075-400,خربه الدير,موجوده,,,,NONE,false,UNRESOLVED_FAIL_CLOSED
4b8deed1-7366-42b0-86e4-f8235bfa5554,401,H252-401,ام الدرج -الزويدين,موجوده,,,,NONE,false,UNRESOLVED_FAIL_CLOSED
9e5b4416-8a4e-46df-b0a4-2a007e93b0fa,502,H001-502,واد الشاجنه,موجوده,,,,NONE,false,UNRESOLVED_FAIL_CLOSED
bb348978-453b-4c93-bb6c-58504a5f2180,588,H001-588,ابو العسجا,موجوده,South Hebron,SRC_SH_LOCAL_COUNCILS_EVENT_2017,LOCAL_OPERATIONAL_SUPPORT,MEDIUM,false,SUPPORTING_EVIDENCE_ONLY
b9d85804-a65a-4a94-b12c-8ad6834259a3,589,H001-589,ابو سحويله,موجوده,,,,NONE,false,UNRESOLVED_FAIL_CLOSED
d8c4cccb-062a-44d9-98a7-4c2601439b0b,590,H001-590,اراضي الشرا,موجوده,,,,NONE,false,UNRESOLVED_FAIL_CLOSED
937ab10d-01c7-4e72-b9c4-48f894e0ca70,591,H001-591,البقعه,موجوده,,,,NONE,false,UNRESOLVED_FAIL_CLOSED
16923d4c-015c-43e2-89bf-831af52f8748,592,H001-592,الدوايمه,مزاله,,,,NONE,false,EXCLUDED_NON_CURRENT_CITY_STATUS
56a10cb9-f67f-4660-abf9-23f35bab55f3,593,H001-593,الرامه-الخليل,موجوده,,,,NONE,false,UNRESOLVED_FAIL_CLOSED
7aa801e5-e9e1-4d9c-b136-375a38863e69,594,H001-594,السيميا - سيميا- سيمياء,موجوده,,,,NONE,false,UNRESOLVED_FAIL_CLOSED
ca5096d3-b99d-4798-891b-be2a92bdc240,595,H001-595,القبيبه- قبيله بني عواد,مزاله,,,,NONE,false,EXCLUDED_NON_CURRENT_CITY_STATUS
abafcb46-b8b1-437d-9674-80926f540fde,596,H001-596,المصادر -المعادر,موجوده,,,,NONE,false,UNRESOLVED_FAIL_CLOSED
2af08a9c-2844-4f1b-96bc-853b7f746174,597,H001-597,المورق,موجوده,,,,NONE,false,UNRESOLVED_FAIL_CLOSED
88522a59-9943-4530-b1aa-04af2a0d68eb,598,H001-598,ام الشقف- دير المحيسن,مهجره,,,,NONE,false,EXCLUDED_NON_CURRENT_CITY_STATUS
d306572d-a32a-4c94-be35-aaba54366d63,599,H001-599,ام كميل,موجوده,,,,NONE,false,UNRESOLVED_FAIL_CLOSED
dd1cca52-53db-4262-88bf-be324736af68,600,H001-600,بدانه -خربه بنايه,موجوده,,,,NONE,false,UNRESOLVED_FAIL_CLOSED
a3ceaf29-73f7-4103-913f-6da7e9335d21,601,H001-601,بركوسيا,مزاله,,,,NONE,false,EXCLUDED_NON_CURRENT_CITY_STATUS
17973ad0-5ee0-48aa-a3e3-a7e3247120e4,602,H001-602,بني سليم,موجوده,,,,NONE,false,UNRESOLVED_FAIL_CLOSED
84a6d402-000b-44f8-8a74-edfd1da959bf,603,H001-603,بوابه السبع,موجوده,,,,NONE,false,UNRESOLVED_FAIL_CLOSED
9b2bf10d-4e7d-4320-9ac8-198bfc6c7dda,604,H001-604,بيت الروش ؟؟ التحتا ام الفوقا,موجوده,,,,NONE,false,UNRESOLVED_FAIL_CLOSED
548e7904-0ad9-4e1f-9f8c-2b5c2864ece9,605,H001-605,بيت اولا- الخليل,موجوده,,,,NONE,false,UNRESOLVED_FAIL_CLOSED
b3dfa4b9-5f10-41cd-b9ce-5625df79d847,606,H001-606,بيت باجيب,موجوده,,,,NONE,false,UNRESOLVED_FAIL_CLOSED
b7e1beaf-735e-40f6-86d1-b57a5c8028d9,607,H001-607,بيت جبرين,مزاله,,,,NONE,false,EXCLUDED_NON_CURRENT_CITY_STATUS
9f3808ad-5c95-4487-bdb9-0613944423ef,608,H001-608,بيت خيران,موجوده,,,,NONE,false,UNRESOLVED_FAIL_CLOSED
42b6fea0-c1c8-4411-85df-592994e5e0f2,609,H001-609,بيت زكاريه -زكرين,مزاله,,,,NONE,false,EXCLUDED_NON_CURRENT_CITY_STATUS
24350f00-40b6-488b-9c37-aca5731e1ebb,610,H001-610,بيت علام -بيت علم,موجوده,,,,NONE,false,UNRESOLVED_FAIL_CLOSED
973488fd-e5ed-4065-8c55-7db1f12daa0b,611,H001-611,بيت عمر -بيت عمره,موجوده,,,,NONE,false,UNRESOLVED_FAIL_CLOSED
d7b78b66-4a49-4b28-b2cd-b16b9a12319a,612,H001-612,بيت لافا -لوافي,موجوده,,,,NONE,false,UNRESOLVED_FAIL_CLOSED
f4c9e4fd-c49a-4d66-b0d7-a335c0ac36cf,613,H001-613,بيت مرسم,موجوده,,,,NONE,false,UNRESOLVED_FAIL_CLOSED
4027c7eb-8556-4aeb-b6fa-73327fcc897c,614,H001-614,بيت مقدوم,موجوده,,,,NONE,false,UNRESOLVED_FAIL_CLOSED
680521a0-31fd-4734-ae46-d20bc37493bd,615,H001-615,بيت ناصيب -بيت ناحين,موجوده,,,,NONE,false,UNRESOLVED_FAIL_CLOSED
5d16d60c-3f2c-4dfb-80e0-4894abffb208,616,H001-616,بيت نتيف,مزاله,,,,NONE,false,EXCLUDED_NON_CURRENT_CITY_STATUS
a4bca1a4-7f4e-4c7f-8abd-6067f367de24,617,H001-617,بيت نمير -خربه بيت عتير,موجوده,,,,NONE,false,UNRESOLVED_FAIL_CLOSED
1b761e7f-5305-4249-8dd5-04dfc39eb625,618,H001-618,تل الصافي,مزاله,,,,NONE,false,EXCLUDED_NON_CURRENT_CITY_STATUS
35e6491e-f742-467b-a18d-5bb6e8abe187,619,H001-619,تلايه -خربه التباينه,موجوده,,,,NONE,false,UNRESOLVED_FAIL_CLOSED
7528500e-6751-450e-97de-0f7c71724310,620,H001-620,جميره -خربه جمير,موجوده,,,,NONE,false,UNRESOLVED_FAIL_CLOSED
172b9c51-f070-4c95-87a9-6fac07ddd77f,621,H001-621,جنابا,موجوده,,,,NONE,false,UNRESOLVED_FAIL_CLOSED
83b8ad08-9bdb-4de5-a6e8-84eab25d7bfc,622,H001-622,حرثا -حرنا,موجوده,,,,NONE,false,UNRESOLVED_FAIL_CLOSED
e386df63-ae7f-446c-b2eb-d80783fedeff,623,H001-623,حسكا,موجوده,,,,NONE,false,UNRESOLVED_FAIL_CLOSED
8b0d6095-6dc1-4b86-9d04-06ca21e08bbc,624,H001-624,حمر -خربه جبر,موجوده,,,,NONE,false,UNRESOLVED_FAIL_CLOSED
8e2a609d-3cda-4e64-b7cd-e93afbd79974,625,H001-625,حمصه,موجوده,,,,NONE,false,UNRESOLVED_FAIL_CLOSED
046ecfb4-f305-4048-bbf8-85c3d01bd043,626,H001-626,خربه طوبا,موجوده,,,,NONE,false,UNRESOLVED_FAIL_CLOSED
085bb11f-fb8f-433e-88b7-afbaead795b2,627,H001-627,خربه عزيز - العزيز - اعزيز - كفر عزيز,موجوده,,,,NONE,false,UNRESOLVED_FAIL_CLOSED
e030f73a-2c01-45e5-a714-3d24e909a2de,628,H001-628,خربه هراري,مزاله,,,,NONE,false,EXCLUDED_NON_CURRENT_CITY_STATUS
24e9722f-2a29-4fc3-b00e-c29dcf5b656b,629,H001-629,خله الضبع-مسافر يطا,موجوده,Yatta,SRC_YATTA_PLAN_2023_2026,GEOGRAPHIC_SUPPORT_ONLY,LOW,false,SUPPORTING_EVIDENCE_ONLY
b91b8a50-5afc-4ddc-9c7d-ff19fd198067,630,H001-630,خله العقد- الصره -دورا,موجوده,,,,NONE,false,UNRESOLVED_FAIL_CLOSED
74cfa13c-197b-4c67-aae2-6cb6e8e5836a,631,H001-631,دير الدبان,مهجره,,,,NONE,false,EXCLUDED_NON_CURRENT_CITY_STATUS
e9576557-c7d2-4bbf-8d18-3ef5c10d0016,632,H001-632,دير السلام -خربه سلمى,موجوده,,,,NONE,false,UNRESOLVED_FAIL_CLOSED
4415ed8d-50dd-4984-bdb4-b3abf95a1869,633,H001-633,دير الميس -خربه ام الميس,موجوده,,,,NONE,false,UNRESOLVED_FAIL_CLOSED
205b3df8-c5d7-4012-81dd-c945da6e6b5e,634,H001-634,دير نحاس,مزاله,,,,NONE,false,EXCLUDED_NON_CURRENT_CITY_STATUS
1cc8037c-bfe5-485c-b077-cf1a7aaa9ff0,635,H001-635,ذكرين البردان- زكرين,مهجره,,,,NONE,false,EXCLUDED_NON_CURRENT_CITY_STATUS
cf2bf4e1-c8c6-4d0f-bcca-7717e416eeb2,636,H001-636,رابيا,موجوده,,,,NONE,false,UNRESOLVED_FAIL_CLOSED
1a085bb8-5421-412f-bd1e-89509db28aed,637,H001-637,رافع -رافعه,موجوده,,,,NONE,false,UNRESOLVED_FAIL_CLOSED
9ca12656-35fc-45b1-84cb-f19c0eae7293,638,H001-638,رعنا,مهجره,,,,NONE,false,EXCLUDED_NON_CURRENT_CITY_STATUS
fa06d8ae-3919-43e7-9820-69aea802f462,639,H001-639,رقعه,موجوده,,,,NONE,false,UNRESOLVED_FAIL_CLOSED
14babf6a-21e5-475b-ab3c-f0265346b82e,640,H001-640,ريحيه,موجوده,,,,NONE,false,UNRESOLVED_FAIL_CLOSED
f62d4c27-9bd1-4e30-9162-e614b97fb224,641,H001-641,زكريا - زكريا البطيخ,مهجره,,,,NONE,false,EXCLUDED_NON_CURRENT_CITY_STATUS
c54e504c-805c-45e7-b9b9-c91ec82cc2b8,642,H001-642,زيتا-الخليل,مزاله,,,,NONE,false,EXCLUDED_NON_CURRENT_CITY_STATUS
5f5dc72f-5ccc-4547-ae08-c02a83680b32,643,H001-643,زيفا,موجوده,,,,NONE,false,UNRESOLVED_FAIL_CLOSED
3c0a52b1-e58c-4f7d-a088-df7cfa24aca8,644,H001-644,زين,موجوده,,,,NONE,false,UNRESOLVED_FAIL_CLOSED
a8a3ab91-261a-4c74-b0f4-9a7daae0b685,645,H001-645,سلامه,موجوده,,,,NONE,false,UNRESOLVED_FAIL_CLOSED
f2e3031a-d2cc-4d68-8dbf-3926eefcc2d2,646,H001-646,سوبا,موجوده,,,,NONE,false,UNRESOLVED_FAIL_CLOSED
898d697d-496e-452b-97ba-15c1731084e5,647,H001-647,شويكه بني صبرا,موجوده,,,,NONE,false,UNRESOLVED_FAIL_CLOSED
3277ddea-1695-44ba-8f49-ed0c700e7a26,648,H001-648,شويكه بني قيس,موجوده,,,,NONE,false,UNRESOLVED_FAIL_CLOSED
2d2d6985-0e0e-4ba5-8079-252a540a688e,649,H001-649,شويكه-الخليل,موجوده,,,,NONE,false,UNRESOLVED_FAIL_CLOSED
3a516c5a-e484-4da3-9425-56051dbe5e74,650,H001-650,صافا,موجوده,,,,NONE,false,UNRESOLVED_FAIL_CLOSED
3865fc26-b441-407d-becf-19bc028dd94c,651,H001-651,طواس,موجوده,,,,NONE,false,UNRESOLVED_FAIL_CLOSED
21e5f771-3921-4aae-8f83-b7f15fb87d42,652,H001-652,عاناب,موجوده,,,,NONE,false,UNRESOLVED_FAIL_CLOSED
d5721c21-22af-487e-89c3-c73c57a88441,653,H001-653,عبد الميا -سور,موجوده,,,,NONE,false,UNRESOLVED_FAIL_CLOSED
9332d949-cdad-4e3b-8fa1-494b699a03e9,654,H001-654,عتير,موجوده,,,,NONE,false,UNRESOLVED_FAIL_CLOSED
04555a23-5ae7-46f4-8a44-a991ecb02ea1,655,H001-655,عجور,مزاله,,,,NONE,false,EXCLUDED_NON_CURRENT_CITY_STATUS
03cb5194-a1ff-48fb-8924-3d415aa6ca76,656,H001-656,عرا -عراد,موجوده,,,,NONE,false,UNRESOLVED_FAIL_CLOSED
20a1fb6e-325c-47bc-a9ab-8f0770700fc6,657,H001-657,عطاره - عتير,موجوده,,,,NONE,false,UNRESOLVED_FAIL_CLOSED
d7778042-f3c2-4f10-98d5-55f6dd1ac5b7,658,H001-658,عناد -عباد,موجوده,,,,NONE,false,UNRESOLVED_FAIL_CLOSED
970753f0-ce29-496d-80fc-356235e8aad0,659,H001-659,عنبر -خربه العتر,موجوده,,,,NONE,false,UNRESOLVED_FAIL_CLOSED
ee1677b6-0c54-4208-8e48-887980399f1a,660,H001-660,عنطول,موجوده,,,,NONE,false,UNRESOLVED_FAIL_CLOSED
b4c9e0de-fb27-41a3-b319-9ea5e2a7584e,661,H001-661,غرب -خربه عرب   -حصه وربع,موجوده,,,,NONE,false,UNRESOLVED_FAIL_CLOSED
6b658fa7-488d-472c-ba64-504321f40ab3,662,H001-662,فران -حران,موجوده,,,,NONE,false,UNRESOLVED_FAIL_CLOSED
106fe2e0-58b4-4fbe-9009-4a1fb3465bfb,663,H001-663,فقيقيس,موجوده,,,,NONE,false,UNRESOLVED_FAIL_CLOSED
d59df1d0-386f-4074-91ba-571303755b99,664,H001-664,قريه -مزرعه قريه  -خربه القريتين,موجوده,,,,NONE,false,UNRESOLVED_FAIL_CLOSED
ea15bb3d-aa39-4bcc-b5a1-ab65a53e8ac7,665,H001-665,قلقس,موجوده,,,,NONE,false,UNRESOLVED_FAIL_CLOSED
86138324-c097-4ab4-ae6f-6248e43612a0,666,H001-666,قوسيا -برقوسيا,موجوده,,,,NONE,false,UNRESOLVED_FAIL_CLOSED
e3ff387d-2d7d-4432-a6dd-c2bbb339c565,667,H001-667,قولس -خربه النبي بولص,موجوده,,,,NONE,false,UNRESOLVED_FAIL_CLOSED
f75c9762-bd4b-4665-aa66-31885e5b52bc,668,H001-668,كدنا,مهجره,,,,NONE,false,EXCLUDED_NON_CURRENT_CITY_STATUS
a72dd061-4907-4752-b5ef-28ffc868e0e3,669,H001-669,كرزه,موجوده,South Hebron,SRC_SH_LOCAL_COUNCILS_EVENT_2017,LOCAL_OPERATIONAL_SUPPORT,MEDIUM,false,SUPPORTING_EVIDENCE_ONLY
d060b96d-c919-4488-9d6c-c670589c2f9f,670,H001-670,كسير,موجوده,,,,NONE,false,UNRESOLVED_FAIL_CLOSED
f6d0f627-4bc6-40ee-b16b-7648c389f8c9,671,H001-671,لوانه,موجوده,,,,NONE,false,UNRESOLVED_FAIL_CLOSED
96180633-24c4-4773-a9d3-fbe7fa159373,672,H001-672,مبطوليه -قيطونه,موجوده,,,,NONE,false,UNRESOLVED_FAIL_CLOSED
ae062dc7-c6b6-474e-bab7-26a909f3fb53,673,H001-673,مراب -قريه غراب,موجوده,,,,NONE,false,UNRESOLVED_FAIL_CLOSED
33648fce-abdc-4891-ba33-ae18bc29a3e1,674,H001-674,مراح البقار- الصره-دورا,موجوده,,,,NONE,false,UNRESOLVED_FAIL_CLOSED
bfc39174-091b-4ba8-be9b-f6c24cac8c00,675,H001-675,مرخه -مرقه -خربه مورق,موجوده,,,,NONE,false,UNRESOLVED_FAIL_CLOSED
d565ae33-2338-4cff-b173-6c898db08752,676,H001-676,مزرعه ارجوم الخليل,موجوده,,,,NONE,false,UNRESOLVED_FAIL_CLOSED
0f41beb1-4ef2-4c1a-ae03-c38b0053552d,677,H001-677,مزرعه ام رقيبه,موجوده,,,,NONE,false,UNRESOLVED_FAIL_CLOSED
a33a790d-7436-4927-97e7-53d0f22ce629,678,H001-678,مزرعه بير عريكه,موجوده,,,,NONE,false,UNRESOLVED_FAIL_CLOSED
b74ce761-9f7a-4eca-ac57-e458aa22ef88,679,H001-679,مزرعه دير الرام -الخليل,موجوده,,,,NONE,false,UNRESOLVED_FAIL_CLOSED
630ae311-def2-4ac4-bea7-aa62084102de,680,H001-680,مزرعه عناب الصغيره,موجوده,,,,NONE,false,UNRESOLVED_FAIL_CLOSED
2fda95ef-3705-487f-b2e4-6d04fd7c66d1,681,H001-681,مزرعه مجدل فضيل النصارى,موجوده,,,,NONE,false,UNRESOLVED_FAIL_CLOSED
a6c18120-02de-4e22-9d28-7bd01d889984,682,H001-682,مزرعه وادي عزيز,موجوده,,,,NONE,false,UNRESOLVED_FAIL_CLOSED
03e0526d-1829-4d52-a739-6a66e34cae74,683,H001-683,مغلس,مزاله,,,,NONE,false,EXCLUDED_NON_CURRENT_CITY_STATUS
b6ad3761-6148-4948-8799-ca10c4d3a6f2,684,H001-684,وادي الخليل,موجوده,,,,NONE,false,UNRESOLVED_FAIL_CLOSED
